华硕[世界著名电脑品牌],创立时间,1989年
小田切让,出生日期,1976年2月16日
小田切让,毕业院校,加州州立大学弗雷斯诺分校
小田切让,代表作品,《假面骑士空我》
小田切让,代表作品,《少女杀手阿墨》
小田切让,代表作品,《血与骨》
小田切让,代表作品,《东京塔》
小田切让,代表作品,《转转》
小田切让,代表作品,《登陆之日》
小田切让,妻子,香椎由宇
小田切让,搭档,张东健
小田切让,代表作品,假面骑士空我
小田切让,代表作品,少女杀手阿墨
小田切让,代表作品,血与骨
小田切让,代表作品,东京塔
小田切让,代表作品,转转
小田切让,代表作品,登陆之日
小田切让,主要作品,点心之家
小田切让,主要作品,经世济民的男人
小田切让,主要作品,梦女孩
小田切让,主要作品,Reverse Edge 大川端侦探社
小田切让,主要作品,极恶乱暴者
小田切让,主要作品,爱丽丝之棘
小田切让,主要作品,S最后的警官
小田切让,主要作品,凌晨三点的混乱地带
小田切让,主要作品,八重之樱
小田切让,主要作品,家族之歌
小田切让,主要作品,深夜食堂2
小田切让,主要作品,高墙里的中学校
小田切让,主要作品,热海的搜查官
小田切让,主要作品,深夜食堂
小田切让,主要作品,我的妹妹
小田切让,主要作品,时效警察归来
小田切让,主要作品,时效警察
小田切让,主要作品,跨越海峡的小提琴
小田切让,主要作品,司法研习八人组
小田切让,主要作品,甘蔗园之歌
小田切让,主要作品,颜
小田切让,主要作品,心灵感应
小田切让,主要作品,天体观测
小田切让,主要作品,初体验
小田切让,主要作品,嫉妒女人香
小田切让,主要作品,情热大陆
小田切让,主要作品,埃内斯托
小田切让,主要作品,合葬
小田切让,主要作品,S-最后的警官-夺还
小田切让,主要作品,渴望
小田切让,主要作品,大空港2013
小田切让,主要作品,人类资金
小田切让,主要作品,大明猩
小田切让,主要作品,完美的蛇颈龙之日
小田切让,主要作品,编舟记
小田切让,主要作品,奇迹
小田切让,主要作品,狼灾记
小田切让,主要作品,空气人偶
小田切让,主要作品,樱花般的人们
小田切让,主要作品,悲梦
小田切让,主要作品,荡寇
小田切让,主要作品,民男的幸福
小田切让,主要作品,悲伤假期
小田切让,主要作品,虫师
小田切让,主要作品,危险因素
小田切让,主要作品,国宝山椒鱼
小田切让,主要作品,呼喊
小田切让,主要作品,黑吻
小田切让,主要作品,大河
小田切让,主要作品,有顶天酒店
小田切让,主要作品,天堂失格
小田切让,主要作品,彩虹老人院
小田切让,主要作品,在梦中
小田切让,主要作品,狸御殿
小田切让,主要作品,无敌青春
小田切让,主要作品,向世外的俱乐部进军
小田切让,主要作品,光明的未来
小田切让,主要作品,柏拉图式性爱
小田切让,标签,演员
小田切让,标签,人物
刘维[中国内地歌手、演员],血型,B型
全慧彬,血型,B型
Suchi寿司,国家,日本
Suchi寿司,标签,生活
李国豪[李小龙之子],星座,水瓶座
李贞贤[韩国影、视、歌多栖女艺人],星座,水瓶座
李贞贤[韩国影、视、歌多栖女艺人],好友,金钟民
松隆子,国籍,日本
松隆子,民族,大和
松隆子,星座,双子座
松隆子,血型,A型
松隆子,父亲,松本幸四郎
松隆子,代表作品,四月物语
松隆子,代表作品,律政英雄
松隆子,代表作品,恋爱世纪
松隆子,代表作品,告白
松隆子,主要作品,来了
松隆子,主要作品,爱哭鬼的奇迹
松隆子,主要作品,小家
松隆子,主要作品,卖梦的两人
松隆子,主要作品,生命
松隆子,主要作品,大鹿村骚动记
松隆子,主要作品,Hero
松隆子,主要作品,勇者物语
松隆子,主要作品,隐剑鬼爪
松隆子,主要作品,东京日和
松隆子,主要作品,大快人心
松隆子,标签,演员
松隆子,标签,歌手
松隆子,标签,人物
韩彩英,婚姻状况,已婚
宋祖英,血型,B型
樱井翔,国籍,日本
樱井翔,民族,大和
樱井翔,星座,水瓶座
樱井翔,血型,A型
樱井翔,出生日期,1982年1月25日
樱井翔,职业,歌手
樱井翔,职业,主播
樱井翔,职业,演员
樱井翔,经纪公司,杰尼斯事务所
樱井翔,代表作品,家族游戏
樱井翔,代表作品,推理要在晚餐后
樱井翔,代表作品,蜂蜜与四叶草
樱井翔,代表作品,神的病历簿
樱井翔,擅长的科目,微观经济学
樱井翔,搭档,相叶雅纪
樱井翔,搭档,松本润
樱井翔,搭档,二宫和也
樱井翔,主要作品,不过是先出生的我
樱井翔,主要作品,献给你的徽章
樱井翔,主要作品,世界上最难的恋爱
樱井翔,主要作品,大使阁下的料理人
樱井翔,主要作品,爸爸是偶像
樱井翔,主要作品,黑板～与时代战斗的教师们～
樱井翔,主要作品,推理要在晚餐后 SP
樱井翔,主要作品,绑架什么的我再也不干了
樱井翔,主要作品,不平则鸣2
樱井翔,主要作品,神户新闻的7天
樱井翔,主要作品,最后的约定
樱井翔,主要作品,我的乖乖女
樱井翔,主要作品,益智游戏2
樱井翔,主要作品,音乐孩子王
樱井翔,主要作品,贫穷贵公子
樱井翔,主要作品,世界奇妙物语2007春季特别篇
樱井翔,主要作品,剧团演技者石川县伍参市
樱井翔,主要作品,给父亲的口信
樱井翔,主要作品,秀逗男护士
樱井翔,主要作品,池袋西口公园SP--SOUP篇
樱井翔,主要作品,好孩子的伙伴
樱井翔,主要作品,木更津猫眼
樱井翔,主要作品,青木家的太太
樱井翔,主要作品,父亲
樱井翔,主要作品,热血恋爱道
樱井翔,主要作品,拉普拉斯的魔女
樱井翔,主要作品,生活艰难也许快乐
樱井翔,主要作品,神的病历簿2
樱井翔,主要作品,小双侠
樱井翔,主要作品,黄色的眼泪
樱井翔,主要作品,生活很艰难所以快乐
樱井翔,主要作品,木更津猫眼日本篇
樱井翔,主要作品,生活很艰难但是快乐
樱井翔,标签,人物
Tank[中国台湾男歌手],中文名,吕建忠
Tank[中国台湾男歌手],星座,水瓶座
Tank[中国台湾男歌手],血型,B型
Tank[中国台湾男歌手],出生地,台湾台东
Tank[中国台湾男歌手],出生日期,1982年2月6日
Tank[中国台湾男歌手],代表作品,我们小时候
Tank[中国台湾男歌手],代表作品,三国恋
Tank[中国台湾男歌手],代表作品,千年泪
Tank[中国台湾男歌手],代表作品,如果我变成回忆
Tank[中国台湾男歌手],代表作品,给你我的爱
Tank[中国台湾男歌手],配偶,郑智雅
Tank[中国台湾男歌手],宗教信仰,基督教
Tank[中国台湾男歌手],标签,人物
王翔宇[王翔宇],别名,小宇
王翔宇[王翔宇],国籍,中国
王翔宇[王翔宇],民族,汉族
王翔宇[王翔宇],星座,狮子座
王翔宇[王翔宇],职业,歌手
王翔宇[王翔宇],代表作品,一起走
王翔宇[王翔宇],最喜欢的花,向日葵
王翔宇[王翔宇],标签,音乐人物
王翔宇[王翔宇],标签,人物
川岛芳子[日本间谍，伪满洲国司令],民族族群,满族
川岛芳子[日本间谍，伪满洲国司令],标签,漫画
川岛芳子[日本间谍，伪满洲国司令],标签,人物
金田一少年之事件簿[佐藤文也作画的推理漫画],译者,刘素娟
金田一少年之事件簿[佐藤文也作画的推理漫画],地区,日本
金田一少年之事件簿[佐藤文也作画的推理漫画],出版社,讲谈社
张东健,代表作品,朋友
张东健,代表作品,华丽一族
魔卡少女樱[CLAMP创作的漫画],地区,日本
魔卡少女樱[CLAMP创作的漫画],连载杂志,《好朋友》
魔卡少女樱[CLAMP创作的漫画],出版社,讲谈社
孙楠[中国内地男歌手],星座,水瓶座
黄正音,星座,水瓶座
德川家康[日本历史人物],民族族群,大和族
德川家康[日本历史人物],标签,将领
旗木卡卡西,性别,男
旗木卡卡西,血型,O型
旗木卡卡西,父亲,旗木朔茂
旗木卡卡西,老师,波风水门
旗木卡卡西,标签,人物
十六岁的花季[1990年中富敏、张弘执导电视剧],出品时间,1989年
坏孩子的天空[日本1996年北野武执导电影],对白语言,日语
佟大为,星座,水瓶座
佟大为,血型,B型
半身人,外文名,Halfling
半身人,力量,-2
半身人,标签,娱乐
冲田总司[《fate》系列中的人物],配音,悠木碧
冲田总司[《fate》系列中的人物],性别,女
冲田总司[《fate》系列中的人物],别名,冲田宗次郎
冲田总司[《fate》系列中的人物],标签,漫画
张铁林,星座,双子座
峰仓和也,国籍,日本
峰仓和也,出生地,神奈川县
峰仓和也,职业,漫画家
峰仓和也,标签,艺术家
峰仓和也,标签,漫画
峰仓和也,标签,人物
周杰[中国大陆男演员],血型,B型
出版,外文名,publish
出版,标签,语言
出版,标签,书籍
松本润,国籍,日本
松本润,星座,处女座
松本润,毕业院校,堀越高校
松本润,经纪公司,杰尼斯事务所
松本润,好友,中村七之助
松本润,好友,小栗旬
松本润,搭档,井上真央
松本润,代表作品,花样男子
松本润,主要作品,失恋巧克力职人
松本润,主要作品,最初的歌
松本润,主要作品,虹色夏恋
松本润,主要作品,怪物小王子
松本润,主要作品,我家的历史
松本润,主要作品,最后的约定
松本润,主要作品,微笑
松本润,主要作品,我的双脚献给爸爸
松本润,主要作品,料理新鲜人
松本润,主要作品,花样男子2
松本润,主要作品,宠物情人
松本润,主要作品,好孩子的伙伴
松本润,主要作品,极道鲜师
松本润,主要作品,金田一少年之事件簿3
松本润,主要作品,魔术列车杀人事件
松本润,主要作品,史上最恶约会
松本润,主要作品,热血恋爱道
松本润,主要作品,未满都市
松本润,主要作品,生活艰难也许快乐
松本润,主要作品,向阳处的她
松本润,主要作品,暗堡里的三恶人
松本润,主要作品,黄色的眼泪
松本润,主要作品,妹妹恋人
松本润,主要作品,东京铁塔
松本润,主要作品,生活很艰难所以快乐
松本润,主要作品,生活很艰难但是快乐
松本润,主要作品,新宿少年侦探团
松本润,标签,演员
松本润,标签,歌手
松本润,标签,人物
石田彰,国籍,日本
石田彰,职业,声优
石田彰,搭档,置鲇龙太郎
石田彰,代表作品,火影忍者
张朋[中国大陆男演员、主持人],血型,B型
小栗旬,国籍,日本
小栗旬,星座,摩羯座
小栗旬,血型,O型
小栗旬,出生日期,1982年12月26日
小栗旬,职业,演员
小栗旬,职业,导演
小栗旬,职业,声优
小栗旬,代表作品,麻辣教师GTO
小栗旬,代表作品,极道鲜师
小栗旬,代表作品,花样男子
小栗旬,代表作品,东京DOGS
小栗旬,妻子,山田优
小栗旬,前女友,田中美保
小栗旬,好友,山田孝之
小栗旬,搭档,石原里美
小栗旬,主要作品,银魂-三叶篇-
小栗旬,主要作品,代价
小栗旬,主要作品,东京伤情故事
小栗旬,主要作品,产科医鸿鸟
小栗旬,主要作品,无间双龙
小栗旬,主要作品,信长协奏曲
小栗旬,主要作品,父亲的背影
小栗旬,主要作品,铃木商店的当家娘
小栗旬,主要作品,Border
小栗旬,主要作品,woman
小栗旬,主要作品,世界奇妙物语之2013年春之特别篇
小栗旬,主要作品,八重之樱
小栗旬,主要作品,跳跃大搜查线2012特别篇
小栗旬,主要作品,富贵男与贫穷女
小栗旬,主要作品,荒川爆笑团
小栗旬,主要作品,勇者义彦与魔王城
小栗旬,主要作品,兽医杜立德
小栗旬,主要作品,微笑
小栗旬,主要作品,天地人
小栗旬,主要作品,花样少年少女特别篇
小栗旬,主要作品,梦象成真
小栗旬,主要作品,贫乏男子
小栗旬,主要作品,工藤新一的复活
小栗旬,主要作品,花样男子2
小栗旬,主要作品,花样少年少女
小栗旬,主要作品,电车男
小栗旬,主要作品,古都
小栗旬,主要作品,义经
小栗旬,主要作品,烈火男儿
小栗旬,主要作品,Spring Story
小栗旬,主要作品,Stand UP!!
小栗旬,主要作品,和婆婆一起
小栗旬,主要作品,爱在记忆深处
小栗旬,主要作品,编集王
小栗旬,主要作品,拥抱明天
小栗旬,主要作品,夏之雪
小栗旬,主要作品,池袋西口公园
小栗旬,主要作品,葵德川三代
小栗旬,主要作品,那就是答案
小栗旬,主要作品,胜利的女神
小栗旬,主要作品,秀吉
小栗旬,主要作品,八代将军吉宗
小栗旬,主要作品,银魂 PART2
小栗旬,主要作品,我想吃掉你的胰脏
小栗旬,主要作品,银魂
小栗旬,主要作品,追忆
小栗旬,主要作品,恶魔蛙男
小栗旬,主要作品,火星异种
小栗旬,主要作品,银河街道
小栗旬,主要作品,鲁邦三世
小栗旬,主要作品,少年H
小栗旬,主要作品,宇宙兄弟
小栗旬,主要作品,啄木鸟和雨
小栗旬,主要作品,岳
小栗旬,主要作品,五个暴走的少年
小栗旬,主要作品,跳跃大搜查线3：开释罪犯
小栗旬,主要作品,多襄丸
小栗旬,主要作品,热血高校2
小栗旬,主要作品,蛇舌
小栗旬,主要作品,热血高校
小栗旬,主要作品,寿喜烧西部片
小栗旬,主要作品,如月疑云
小栗旬,主要作品,恶女花魁
小栗旬,主要作品,遗失物
小栗旬,主要作品,牛郎俱乐部
小栗旬,主要作品,轮回
小栗旬,主要作品,邻人13号
小栗旬,主要作品,少年A
小栗旬,主要作品,反万字的翼
小栗旬,主要作品,机器人竞赛
小栗旬,主要作品,少女杀手阿墨
小栗旬,主要作品,羊之歌
小栗旬,主要作品,蓝与白形成的蔚蓝色
小栗旬,主要作品,奖门人家族
小栗旬,标签,人物
威廉·杰斐逊·克林顿,血型,AB
金来沅,主要作品,向日葵
高仓健,国籍,日本
高仓健,民族,大和民族
高仓健,星座,水瓶座
高仓健,血型,B型
高仓健,体重,70kg
高仓健,职业,演员
高仓健,职业,歌手
高仓健,代表作品,追捕
高仓健,代表作品,幸福的黄手帕
高仓健,代表作品,铁道员
高仓健,代表作品,南极物语
高仓健,代表作品,动乱
高仓健,代表作品,远山的呼唤
高仓健,代表作品,千里走单骑
高仓健,代表作品,日本侠客传
高仓健,代表作品,昭和残侠传
高仓健,前妻,江利智惠美
高仓健,主要作品,只为了你
高仓健,主要作品,萤火虫
高仓健,主要作品,四十七人之刺客
高仓健,主要作品,棒球先生
高仓健,主要作品,情义知多少
高仓健,主要作品,黑雨
高仓健,主要作品,沙海勇士
高仓健,主要作品,夜叉
高仓健,主要作品,居酒屋兆治
高仓健,主要作品,海峡
高仓健,主要作品,车站
高仓健,主要作品,野性的证明
高仓健,主要作品,冬之华
高仓健,主要作品,八甲田山
高仓健,主要作品,新干线大爆破
